"","HHI.Index","ABW","AFG","AGO","AIA","ALB","ARE","ARG","ARM","ASM","ATA","ATF","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLM","BLR","BLZ","BMU","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CCK","CHE","CHL","CHN","CIV","CMR","COD","COG","COK","COL","COM","CRI","CUB","CYM","CYP","CZE","DEU","DJI","DMA","DNK","DOM","DZA","ECU","EGY","ERI","ESH","ESP","EST","ETH","FIN","FJI","FLK","FRA","FSM","GAB","GBR","GEO","GGY","GHA","GIB","GIN","GMB","GNB","GNQ","GRC","GRD","GRL","GTM","GUF","GUM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IMN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JEY","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KNA","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LIE","LKA","LSO","LTU","LUX","LVA","MAC","MAF","MAR","MCO","MDA","MDG","MDV","MEX","MHL","MKD","MLI","MLT","MMR","MNE","MNG","MNP","MOZ","MRT","MTQ","MUS","MWI","MYS","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NRU","NZL","OMN","PAK","PAN","PER","PHL","PLW","PNG","POL","PRI","PRK","PRT","PRY","PSE","PYF","QAT","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SGS","SHN","SJM","SLB","SLE","SLV","SMR","SOM","SRB","SSD","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCA","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TUV","TWN","TZA","UGA","UKR","URY","USA","UVK","UZB","VAT","VCT","VEN","VGB","VIR","VNM","VUT","WSM","YEM","ZAF","ZMB","ZWE"
"mediabistro.com",8025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.8889,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"msn.foxsports.com",6748,0,0.1344,0.0672,0,0,0,0.5376,0,0,0,0,0,0.4704,0.1344,0,0,0.1344,0,0,0,0,0,0,0,0,0.0672,0,0,0,0,0,0,0,0,0,1.8145,0,0.6048,0,0.2016,0,0,0,0.0672,0,0.2688,NA,0,0.336,0,0,0.2016,1.0753,NA,0,0,0,0,0,0,0,0,1.8817,0,0,0.2688,0,0,1.0753,0,0,0.672,0,0,0,0,0,0,0,0,0.1344,0,0,0,0,0,0.0672,0,0,0.2016,0,0,0,0,0.0672,0.1344,0,0,0,0.2016,0.7392,0.0672,0.0672,0.4704,0.6048,0.2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672,0,0.2016,0,0,1.2097,0.1344,0,0,0,0.1344,0,0,0,0,0,0,0,0.0672,0,0,0,0,0,0.5376,0,0,0,0,0,0.0672,0,0.0672,0,0.0672,0,0,0,0,0.1344,0,0,0.2688,0.2016,0,0.1344,0,0.0672,0,0,0.7392,0.2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672,0,0,0.0672,0.1344,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.0672,0,0,0,0,0.2688,0,82.0565,NA,0,0,0,0,0,0,0,0,0,0,0.0672,0,0
"nationalgeographic.com",3341,0,1.6949,0,0,0,0,0,0,0,0,0,0,1.6949,0,0,0,0.8475,0,0,0,0,0,0,0,0,0,0,0,0,0.8475,0,0,0,0,0,0,0,0.8475,2.5424,0.8475,0,0,1.6949,0,0,0.8475,NA,0,0,0,0,0,1.6949,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5424,0,0,0,0,0,0,0,0.8475,0,0,0,0,0,0,0,0,0,0,0.8475,0,0,0,0,0.8475,0,0,0,0,0,0,0,0.8475,0,0,0.8475,2.5424,0,0.8475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8475,0,0,0.8475,0,0.8475,0,0,0,0,0,0,0,0,0,0,0.8475,0,1.6949,0,0,0,7.6271,0,0.8475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8475,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.8475,0,0,0,0.8475,0,0,0,56.7797,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"nbcnews.com",4068,0.1942,1.165,0,0,0,0.3883,0.5825,0,0,0,0,0,2.1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9126,0,0,0,0,0,0.1942,0,0,0.5825,1.9417,0,0,0,0,0,0.1942,NA,0,0,0,0,0.1942,0.9709,NA,0,0,0,0,0,0,0,0,0,0,0,0.1942,0,0,0.5825,0,0,2.5243,0,0,0,0,0,0,0,0,0.3883,0,0,0,0,0,0,0.1942,0,0,0,0,0,0,0.3883,0.1942,0,0.3883,0,0.3883,0.3883,0,0,0,1.3592,0,0,0,0,0,0,0.9709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3883,0,0,0,0,0,0.1942,0,0.1942,0,0.3883,0,0,0,0.1942,0,0,0,0,0,0.1942,0,0,0,0,0,0.3883,5.2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.9709,0,0,0,0,0,0,0,0,0,0.9709,0.3883,0,0,0,0,6.9903,0,62.9126,NA,0,0,0,0.1942,0,0,0,0,0,0,0.1942,0,0.3883
"ndtv.com",2221,0,1.1164,0.0279,0,0.0279,0.4466,0.0279,0,0,0.0279,0,0,2.8747,0.1395,0,0,0.0837,0,0,0.307,0,0.0558,0.0558,0,0,0,0,0,0,0.921,0,0.0279,0,0,0.0279,0.4466,0,0.1116,0.2791,2.9026,0,0,0.0279,0,0,0.0279,NA,0.0558,0.1395,0,0.0558,0,0.6419,NA,0,0.1116,0,0.0837,0,0.3907,0,0,0.3628,0,0.0279,0.1954,0,0,1.0047,0,0,2.5398,0,0,0,0,0.0558,0,0,0,0.1116,0,0,0,0,0,0,0.1395,0,0.0279,0,0.0279,0.3628,0,43.1761,0.0279,0.0837,0.921,0,0.307,0.7256,0,0,0,1.4513,0,0.0558,0,0.0558,0,0,2.8189,0.0279,0,0,0,0.0837,0,0,0.3628,0,0,0,0,0,0,0.0279,0,0.0279,0,0.0279,0.3349,0,0.0279,0.3349,0.0279,0.0558,0,0,0,0,0,0,0,0,1.5629,0.0279,0,0,0.3349,0.0279,0.2233,0.0279,0.6698,0,0.2233,0.0558,3.1259,0.0279,0,0.1395,0,0.0837,0.1116,0.0279,0.5024,0.0837,0,0.1395,0.0279,0,0,1.9258,0.0558,0.3349,0.1395,0,0.307,0,0,0,0.0279,0,0,0,0,0,0.1675,0,0.0279,0,0.1954,NA,0,0.614,0,0,0,0.2512,0,0,0,0.0279,0,0.1395,0.4186,0,0.3349,0,0.0279,1.9816,0,17.1644,NA,0,0.1395,0,0.0279,0,0,0.0279,0,0,0.1116,0.8373,0,0.0279
"news.com.au.heraldsun.com.au",3531,0,0.3995,0,0,0.0479,0.2397,0.2717,0.0639,0,0.0479,0,0.016,57.1269,0.032,0,0,0.0959,0.0479,0,0.0799,0.032,0.1918,0.0799,0.016,0,0,0,0.016,0.032,0.4474,0.032,0.016,0,0,0.032,1.0227,0,0.1438,0.1438,0.8789,0,0.1758,0,0,0,0.0639,NA,0,0.0799,0,0,0,0.6552,NA,0,0.0479,0.016,0,0.016,0.0799,0,0,0.8309,0,0,0.016,0.1278,0,0.9108,0,0,6.6155,0,0,0.2237,0.016,0.016,0,0,0,0.0799,0,0,0,0.016,0,0,0.8629,0.016,0.032,0,0,0.3675,0.016,0.6232,0.1598,0.1278,0.032,0,0.2077,0.8469,0.032,0,0.0639,0.8629,0.016,0.0959,0,0.1119,0,0,0.5113,0,0,0.016,0,0,0,0,0.2237,0,0.016,0,0,0,0,0.016,0.1119,0,0,0,0.0799,0.032,0,0,0,0.016,0,0,0,0,0,0,0,0,0.8629,0.032,0,0,0.0799,0.016,0.1598,0.0799,0.1438,0.016,2.7964,0.0479,0.2876,0,0.032,0.0799,0,0.1278,0.032,0,0.1598,0.1598,0,0.0959,0,0.0959,0.016,0.3675,0.032,0.0799,0,0.016,0.1119,0,0,0,0.1119,0,0,0.032,0,0,0.032,0,0,0,0.032,NA,0,0.0639,0,0,0,0.1119,0.016,0,0.016,0.0479,0,0.0639,0.2237,0,0,0,0.032,0.5273,0,14.3496,NA,0.032,0.032,0.016,0.032,0,0,0.0799,0,0.0639,0.016,1.0547,0,0.0479
"news.sky.com.sky.com",2293,0,1.5424,0.2571,0,0,0,0.2571,0,0,0,0,0,3.856,0,0,0,0.2571,0.2571,0,0,0,0,0,0,0,0,0,0,0,1.0283,0,0,0,0,0,0.7712,0,0,0.5141,1.7995,0,0,0,0,0,0.2571,NA,0,0,0,0,0,0.2571,NA,0,0,0,0,0,0,0,0,0,0,0,0.2571,0,0,0.5141,0,0,19.0231,0,0,0,0,0.2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2571,0,0.7712,0.2571,0.2571,0.2571,0,1.0283,0.5141,0,0,0,0.7712,0,0,0,0.2571,0,0,2.3136,0,0,0,0,0,0.2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2571,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3136,0,0,0,0,0,0.2571,0.5141,0,0,1.7995,0,0.2571,0,0.2571,0,0,0,0,0,0.5141,0.2571,0,0,0,0,0,3.0848,0,0.2571,0,0,0.2571,0,0,0,0.2571,0,0,0,0,0,0,0,0,0,0,NA,0,0.2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5141,5.9126,0,42.9306,NA,0,0.5141,0,0,0,0,0,0,0,0.2571,1.2853,0,0
"newsmax.com",5333,0,0.4954,0,0,0.033,0.1321,0.0661,0,0,0,0,0,1.354,0.1982,0,0,0.1321,0,0,0,0.033,0.033,0.033,0,0,0.033,0,0,0.033,0.6275,0,0,0,0,0,0.8587,0,0.0661,0.1321,1.4201,0,0,0,0.033,0,0,NA,0.033,0.3633,0,0,0,0.6605,NA,0,0.0661,0.033,0,0,0.3633,0,0,0.2642,0,0.033,0.1321,0,0,0.5614,0,0,2.2787,0,0,0.033,0.033,0.0991,0,0,0,0.0661,0,0,0,0,0,0.0661,0.0661,0,0,0,0,0.1321,0,0.2642,0.1651,0.8587,0.3963,0,1.1559,1.0568,0.033,0,0,0.3633,0.033,0.0991,0,0.033,0,0,0.4954,0,0,0.033,0.033,0.7266,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0.2642,0.033,0,0,0,0.0661,0,0,0,0,0,0,0,0,0.6935,0,0,0.033,0.0991,0.0661,0.3633,0.1321,0.1321,0,0.0661,0,0.1651,0,0.0661,0.1321,0,0.033,0.2642,0.033,0.4624,0.033,0,0.1321,0,0,0.033,2.576,0,0.1651,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3303,NA,0,0.3303,0,0,0,0.0661,0,0,0,0,0,0.1982,0.1321,0,0.0661,0.0661,0,2.4769,0,72.8203,NA,0,0.3303,0,0.0991,0,0,0,0,0.033,0.1982,0,0,0
"newyorker.com",3890,0,1.1364,0,0,0,0.5682,0,0,0,0,0,0,4.5455,0.5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7045,0,0,0,0.5682,0,0,0,0,0,1.1364,NA,0,0,0,0,0,0.5682,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9773,0,0,7.3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7045,0,0.5682,0,1.1364,0.5682,0,0,0,0,0,0,0,0,0,0,0.5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5682,0,0,0,0,0,0,0.5682,0.5682,2.2727,0.5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2727,0,61.3636,NA,0,0,0,0,0,0,0,0,0,0,1.1364,0,0
"npr.org",3193,0,1.9317,0.1288,0,0.0644,0,0.2576,0,0,0.1288,0,0,1.803,0.1288,0,0,0.1288,0.1932,0,0.322,0.1288,0,0,0,0,0.0644,0,0,0.0644,0.7727,0,0,0,0,0.1932,1.2878,0,0.0644,0.5151,1.803,0,0.1288,0.0644,0,0,0.3863,NA,0,0.5151,0,0,0,0.8371,NA,0,0.1932,0,0,0,1.0303,0,0,0.5151,0,0,0,0,0,1.159,0,0,2.0605,0,0,0.1288,0,0.2576,0.0644,0,0,0.1288,0,0.1288,0,0,0,0,0.0644,0,0,0,0,0.1288,0,1.0947,0.2576,0.5795,1.0303,0,1.0303,0.3863,0,0,0,1.4166,0,0.1932,0,0.0644,0,0,1.6742,0,0,0.1932,0.0644,0.1288,0,0.0644,0.1288,0,0,0,0.1288,0.0644,0,0,0,0,0,0,0.7727,0,0,0,0,0.1932,0,0,0,0,0,0,0,0,0.5795,0.0644,0,0,0.7083,0.1288,0.322,0,0.5795,0,0.1932,0,0.9015,0,0.1288,0.4507,0,0.0644,0.322,0.1288,0.3863,0,0,0.2576,0,0,0,2.8976,0.7727,0.1288,0.0644,0.0644,0,0,0,0,0,0,0,0,0,0,0.3863,0,0,0,0.1288,NA,0,0.8371,0,0,0,0.1288,0,0,0,0,0,0.3863,0.2576,0,0.0644,0,0.1288,4.1854,0,55.9562,NA,0,0.2576,0,0.1288,0,0,0.1932,0,0,0,0.5795,0,0
"nypost.com",5583,0,0.3908,0.1954,0,0.9443,0.1303,0,0,0,0.0651,0,0,1.2048,0.0651,0,0,0.0977,0,0,0,0.0651,0,0.0977,0.0326,0,0,0,0.0977,0.0326,0.6513,0,0,0,0.0326,0,3.875,0,0.0651,0.1628,0.6187,0,0,0.0326,0.0326,0,0.1954,NA,0,0.2931,0,0.0326,0.0326,0.6838,NA,0,0,0,0,0.0326,0.1303,0,0,0.2605,0,0,0.0326,0,0,1.5956,0,0,3.3214,0,0,0,0,0.0326,0,0,0,0.0651,0,0,0,0,0,0.0651,0.0977,0,0,0,0.0651,0.0326,0,0.2931,0.1954,0.3256,0.0977,0.0326,0.7489,0.6513,0.1303,0.0326,0.0326,0.5536,0.0326,0.0326,0,0.0326,0,0,0.5536,0,0,0.0326,0.0326,0.1303,0,0.0326,0.0326,0,0,0,0,0,0.0326,0.0326,0,0,0.0651,0,0.2279,0,0.0326,0.0326,0,0,0,0,0,0,0,0,0,0,0.2279,0,0,0.0326,0.1628,0,0.2605,0.0651,0.1954,0,0.1954,0,0.0977,0.0326,0.0326,0.0651,0,0,0.0977,0.0651,0.2279,0,0.0326,0.1303,0.0326,0.0326,0.0326,1.042,0,0.0326,0,0,0.0326,0,0,0,0,0,0,0,0,0,0.0326,0,0,0,0.1303,NA,0,0.1954,0,0,0,0.1954,0,0,0,0,0.0651,0.0651,0.1954,0,0,0,0.0326,0.521,0,74.4709,NA,0,0.0326,0,0.1303,0,0,0.0326,0,0,0.0977,0.3908,0,0
"nytimes.com",4390,0,0.5882,0.0735,0,0.1029,0.0735,0.2059,0,0.0294,0.0147,0,0.0147,0.8971,0.1029,0,0,0.1912,0.0294,0,0.1471,0.0147,0.0882,0,0.0441,0,0.0147,0,0,0.1029,1.0735,0,0,0.0147,0.0147,0.1471,2.1912,0,0.1765,0.1029,2.6176,0.0147,0.0294,0.0441,0,0,0.2206,NA,0.0588,0.2941,0.0294,0.0147,0.0735,1.2059,NA,0,0.0735,0.0294,0.0735,0.0294,0.2941,0,0,0.9412,0,0.0441,0.0735,0,0,1.8529,0,0,3.6765,0,0,0.0147,0,0.0441,0,0,0,0.25,0,0,0.0294,0,0,0.0735,0.3235,0,0.0147,0.0735,0.0882,0.1324,0,1.8529,0.1765,0.3824,0.3971,0.0147,0.7206,0.6471,0,0,0.0441,0.9706,0.0441,0.0588,0,0.0588,0,0.0147,0.5147,0,0,0.0441,0.0147,0.1471,0,0,0,0,0,0.0294,0.0147,0.0294,0,0.0441,0.0294,0.0147,0,0,0.3235,0,0.0147,0.0588,0.0147,0.0735,0,0.0147,0,0.0147,0,0,0,0,0.2941,0.0147,0,0.0147,0.1765,0.0147,0.3971,0.1176,0.1912,0,0.1618,0.0147,0.4559,0,0.0441,0.1029,0,0,0.1471,0.0294,0.1471,0.0735,0,0.1618,0.0147,0.1029,0.0294,1.1618,0.1324,0.0735,0.0147,0,0.1912,0,0,0,0.0147,0,0.0294,0,0.0588,0.0294,0.1029,0,0.0147,0.0147,0.2941,NA,0.0147,0.5588,0,0.0147,0,0.1324,0,0,0,0,0.0147,0.1912,0.2794,0,0.1176,0,0.0441,1.1324,0.0147,65.9265,NA,0,0.0441,0,0.1765,0,0,0.1324,0.0147,0,0.0735,0.2941,0,0.0147
"online.wsj.com",2600,0,0.4791,0.0625,0,0.0208,0.1875,0.3541,0,0,0,0,0,1.6871,0.1041,0.0208,0,0.5207,0,0,0.1458,0,0.0208,0,0.0208,0,0.0208,0.0208,0.0208,0,1.583,0,0,0,0,0.0417,1.1248,0,0.2708,0.1875,7.311,0,0,0,0,0,0.2291,NA,0.0208,0.0625,0,0.0625,0.0417,1.583,NA,0,0.1041,0,0.0208,0.125,0.2291,0,0,1.1456,0.0208,0.0208,0.1041,0,0.0208,2.2704,0,0,5.0406,0.0208,0,0.0208,0.0208,0.0417,0,0.0208,0,0.4999,0,0,0,0,0,0.0208,0.7707,0,0,0.0208,0.1666,0.3541,0,1.0414,0.3541,0.604,0.1666,0,0.4166,0.729,0,0,0,2.7078,0.0625,0.0625,0,0.0625,0,0,0.854,0.0208,0,0.0625,0,0.1666,0,0,0.0417,0,0,0,0.0417,0.1041,0,0.0417,0,0.0208,0,0,0.7915,0,0,0.0417,0.0208,0.0833,0,0.0208,0,0.0625,0,0,0,0,0.4582,0,0,0,0.2083,0.0208,0.3749,0.1041,0.125,0,0.4374,0,0.3749,0.0417,0.1041,0.3958,0,0.0417,0.2083,0.125,0.1458,0.2291,0,0.125,0,0.0833,0.0625,3.77,0,0.125,0.0417,0,0.2916,0,0.0208,0.0208,0.0625,0,0,0,0,0,0.0625,0,0.0208,0.0417,0.4166,NA,0,0.3958,0,0,0,0.2291,0,0,0,0,0,0.3124,0.2708,0.0208,0.3541,0.0417,0.0208,3.2702,0,49.6563,NA,0,0.125,0,0.1666,0,0,0.2083,0,0,0.0833,0.3958,0.0208,0.0417
"pbs.org",4036,0,0,0,0,0,0,0,0,0,0,0,0,2.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1667,0,4.1667,0,0,0,0,0,0,0,2.0833,NA,0,0,0,0,0,0,NA,0,0,0,0,0,2.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1667,0,0,0,2.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0833,0,0,0,0,0,2.0833,0,0,0,0,0,2.0833,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,NA,0,0,0,0,0,0,2.0833,0,0,0,0,0,0
"rawstory.com",4087,0,0.315,0.0787,0,0.0787,0.2362,0.1575,0,0,0.0787,0,0,1.6535,0,0,0,0,0,0,0.2362,0.0787,0,0,0,0,0,0.0787,0,0,0.7087,0,0,0,0,0,1.2598,0,0.315,0.3937,1.0236,0.0787,0,0,0,0,0.3937,NA,0.0787,0.3937,0,0,0,0.7874,NA,0,0,0,0.0787,0.0787,0.5512,0,0,0.5512,0,0.0787,0,0,0,1.3386,0,0,2.4409,0,0,0,0,0.0787,0,0,0,0.1575,0,0,0,0.0787,0,0.0787,0.2362,0,0,0,0,0.2362,0,0.7087,0.0787,0.9449,0.6299,0,0.7087,0.9449,0.0787,0,0,1.811,0,0.1575,0,0,0,0,0.7874,0,0,0.2362,0,0.315,0,0,0,0,0,0,0,0,0,0.0787,0,0,0,0,0.8661,0.0787,0,0,0,0,0,0,0.0787,0,0,0,0,0,0.6299,0,0,0,0.3937,0,0.5512,0.2362,0.1575,0,0.1575,0,0.3937,0,0.2362,0.3937,0,0,0.2362,0,0.3937,0.0787,0,0.2362,0,0,0,2.7559,0.2362,0,0,0,0,0,0,0,0.0787,0,0,0,0.0787,0,0.315,0,0,0,0.6299,NA,0,0.9449,0,0,0,0,0,0,0,0,0,0.2362,0.315,0,0.0787,0,0.1575,1.8898,0,63.622,NA,0,0.5512,0,0.3937,0,0,0.0787,0,0,0,0.6299,0,0
"rd.com",5986,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8824,0,0,0,0,0,0,0,0,0,0,0,5.8824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4706,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"rollingstone.com",5112,0,0,0,0,0,0,0.2415,0,0,0,0,0,2.1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1739,0,0,0,0,0,3.6232,0,0.2415,0.2415,0.4831,0,0,0,0,0,0.2415,NA,0,0,0,0,0,1.2077,NA,0,0.2415,0,0,0,0,0,0,0,0,0,0,0,0,1.2077,0,0,8.4541,0,0,0,0,0,0,0,0,0.2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2415,0.2415,0,0.2415,0.4831,0,0,0.4831,0,0,0.2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2415,0,0,0,0,0,0,0.2415,0,0,0,0,0.7246,0,0,0,0,0,0,0,0,0,0,0,0,0.2415,0,0,0,0,0,0,0,0,0,0,0.9662,0,0.2415,0,0.2415,0.4831,0,0,0.2415,0,0,0.2415,0,0,0,0,0,1.4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2415,NA,0,0,0,0,0,0,0,0,0,0,0,0.2415,0.2415,0,0,0,0,0.2415,0,70.7729,NA,0,0,0,0,0,0,0.2415,0,0,0,0,0,0
"rte.ie",1566,0,0.2714,0,0,0.0452,0.1809,0.2714,0,0,0,0,0.0452,2.8042,0.2714,0,0,0.4523,0,0,0.0452,0.0905,0.1809,0.0452,0,0,0.0905,0,0,0,0.6784,0,0,0.0452,0,0.1357,1.3116,0,0.2714,0.1357,1.4925,0,0.0452,0.0452,0,0,0.1357,NA,0,0.1809,0,0,0,1.7639,NA,0,0.1809,0,0.0452,0,0.2261,0,0.0452,2.3971,0,0,0.1357,0,0,3.7992,0,0,22.6594,0,0,0.0452,0,0.0905,0,0,0,0.4975,0,0,0,0,0,0,0.0452,0,0.0452,0.0452,0,0.2714,0,0.4975,26.4586,0.0452,0.1809,0,0.5427,1.5378,0.1357,0,0,0.4975,0.0452,0.0905,0,0,0,0,0.588,0.0452,0,0.1357,0,0.0905,0,0.0905,0.0905,0,0.0452,0.0905,0,0,0,0.3166,0.1357,0,0,0,0.3618,0,0.0452,0.0452,0,0.0905,0,0,0,0,0.0452,0,0.1357,0,0.4523,0,0,0,0.0905,0,0.3166,0.0452,0.0452,0,0.2714,0,0.3166,0,0.1357,0.1809,0,0.0452,0.1809,0,0.1357,0.588,0,0.0452,0,0.1357,0.0905,1.0403,0.0905,0.0452,0,0,0.0452,0,0,0,0.0905,0,0.0452,0,0,0.0452,0.1357,0,0,0.0452,0.2261,NA,0,0.4975,0,0,0,0.1809,0,0.0452,0,0,0,0.2261,0.1809,0,0,0,0,1.3569,0.0452,17.5034,NA,0,0.1357,0,0.0905,0,0,0,0,0,0,0.8141,0.0452,0.0452
"salon.com",5562,0,0.1466,0,0,0,0,0,0,0,0.1466,0,0,3.2258,0,0,0,0.1466,0,0,0,0.1466,0,0,0,0,0,0,0,0,1.3196,0,0,0,0.1466,0,0.4399,0,0,0.2933,0.5865,0,0,0,0,0,0.1466,NA,0,0.1466,0,0,0,0.8798,NA,0,0,0,0,0,0.1466,0,0,0.2933,0,0,0,0,0,1.4663,0,0,3.5191,0,0,0,0,0.2933,0,0,0,0,0,0,0.1466,0,0,0,0,0,0.1466,0,0.1466,0,0,0.2933,0,0.4399,0.5865,0.1466,0.5865,0.1466,0.2933,0,0,0.7331,0,0.4399,0,0,0,0,0.1466,0,0,0,0,0.2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1466,0.1466,0,0,0.2933,0.1466,0,0.1466,0.2933,0,0.2933,0,0.1466,0.1466,0,0.1466,0,0,0.1466,0,0,0,0,0,0,0.1466,0.1466,1.6129,0,0.4399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0264,NA,0,0.1466,0,0,0,0,0,0,0,0,0,0.4399,0,0,0,0,0,0.7331,0,74.3402,NA,0,0.1466,0,0,0,0,0,0,0,0,0.1466,0,0
